"ogrn","inn","kpp","full_name","name","okved"
"1134246000283","4246018485","424601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРНЕТ42""","ООО ""ИНТЕРНЕТ42""","61.10"
"1063905022862","3905072247","391201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАВОРИТСЕРВИС""","ООО ""ФАВОРИТСЕРВИС ""","61.90"
"1063905030870","3904075189","390601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИТЕЛ-ТЕЛЕКОМ""","ООО ""МИТЕЛ-ТЕЛЕКОМ""","61.10"
"1064218017038","4218100272","421801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СКАТ-ТВ""","ООО ""СКАТ-ТВ""","61.10.4"
"1064218017148","4218100297","421801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОКУЗНЕЦК ТЕЛЕКОМ""","ООО ""НОВОКУЗНЕЦК ТЕЛЕКОМ""","61.1"
"1104703001688","4703116341","470301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РСТ ПЛЮС""","ООО ""РСТ ПЛЮС""","61.10.1"
"1104703003085","4703117828","470301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕКТРОСВЯЗЬ СЕВЕРО-ЗАПАД""","ООО ""ЭЛЕКТРОСВЯЗЬ СЕВЕРО-ЗАПАД""","61.10"
"1104703005318","5407129166","540701001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕЛЕКОМСТРОЙ""","ЗАО ""ТЕЛЕКОМСТРОЙ""","61.10"
"1046500630428","6501150953","650101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПАРИТИ ШИППИНГ""","ООО ""ПАРИТИ ШИППИНГ""","61.10.2"
"1032402193031","2463061300","780601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕРВЕРТЕЛЕКОМ""","ООО "" СТК ""","61.10.1"
"1023200526524","3202007981","324501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЫШЛЕННАЯ АВТОМАТИКА""","ООО ""ПРОМЫШЛЕННАЯ АВТОМАТИКА""","61.10"
"5147746149502","7728891274","772801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДВК-СВЯЗЬ""","ООО ""ДВК-СВЯЗЬ""","61.10"
"1064011027651","4011019434","401101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВ ЭЛЕКТРОНИКС""","ООО ""СВ ЭЛЕКТРОНИКС""","61.1"
"1118602002815","8602179776","860201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СССР""","ООО ""СССР""","61.10.9"
"1118602004245","8602181743","860201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮГРАСВЯЗЬИНФОРМ""","ООО ""ЮГРАСВЯЗЬИНФОРМ""","61.10.9"
"1118602004817","8602182320","860201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИЛОФОН""","ООО ""МИЛОФОН""","61.1"
"1118602004839","8602182352","860201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНТЕЛ""","ООО ""АНТЕЛ""","61.1"
"1118602006753","8602183780","860201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""7 СОТ""","ООО ""7 СОТ""","61.1"
"1105658002966","5638056540","563801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ МЕДИАСОТ""","ООО ""КОМПАНИЯ МЕДИАСОТ""","61.10.1"
"1136733002768","6732055249","673201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕРСПЕКТИВНЫЕ ТЕХНОЛОГИИ""","ООО ""ПЕРСПЕКТИВНЫЕ ТЕХНОЛОГИИ""","61.1"
"1136733002779","6732055256","673201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОТКРЫТЫЕ ТЕХНОЛОГИИ""","ООО ""ОТКРЫТЫЕ ТЕХНОЛОГИИ""","61.1"
"1136733003857","6732056027","673201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЙРНЕТ""","ООО ""ЭЙРНЕТ""","61.1"
"1136733007366","6732057800","673201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМАЦИОННО-СПРАВОЧНЫЕ ТЕХНОЛОГИИ""","ООО ""ИНФОРМАЦИОННО-СПРАВОЧНЫЕ ТЕХНОЛОГИИ""","61.10"
"1076376001415","6376064479","631201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБАЛ-ОН-ЛАЙН""","ООО ""ГОЛ""","61.10"
"1047796463747","7723515526","771801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОННЭКТ ЛАЙН""","ООО ""КОННЭКТ ЛАЙН""","61.10"
"1047796468103","7714558386","771401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОИП КОМЬЮНИКЕЙШНЗ""","ООО ""ВОИП КОМ""","61.10"
"1092289000341","2265004950","226501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛЮС""","ООО ""ПОЛЮС""","61.10"
"1037811048725","7805088106","780501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АТВ-СЕРВИС""","ООО ""АТВ-СЕРВИС""","61.1"
"1181001003842","1001333928","100101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМ.КОМ.""","ООО ""ДОМ.КОМ.""","61.10.3"
"1181101000376","1101160362","110101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЫКТЫВКАР""","ООО ""СЫКТЫВКАР""","61.10"
"1047796892505","7734519240","325701001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОБИЛЬНЫЕ СИСТЕМЫ ПОЗИЦИОНИРОВАНИЯ""","ЗАО ""МСП""","61.10"
"1047796894551","7715544876","771501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЖИНЕР-ГРУПП""","ООО ""ДЖИНЕР-ГРУПП""","61.10"
"1023601234370","3627019454","362701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИГАТОР""","ООО ""НАВИГАТОР""","61.10.4"
"1167746429201","9705066014","770501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕРРАКОМ ТВ""","ООО ""ТЕРРАКОМ ТВ""","61.10"
"1167746433326","9729005684","772901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УНИВЕРСАЛ ПЛЮС""","ООО ""УНИВЕРСАЛ +""","61.10"
"1167746433634","7706437324","770601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЛИД ИНЖИНИРИНГ""","ООО ""СОЛИД ИНЖИНИРИНГ""","61.10"
"1132361004489","2361010307","236101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИТРЭК""","ООО ""БИТРЭК""","61.10"
"1203800018245","3811470443","381101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БОЛЬШИЕ СВЯЗИ""","ООО ""БОЛЬШИЕ СВЯЗИ""","61.10"
"1203800025615","3811471817","381101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОНАЛЬНАЯ БАШЕННАЯ КОМПАНИЯ""","ООО ""РБК""","61.20"
"1203800026374","3812534523","381201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОКСВЯЗЬ""","ООО ""ВОСТОКСВЯЗЬ""","61.10"
"1136658002876","6658426261","665801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АУДИОВИДЕОСИСТЕМЫ""","ООО ""АВС""","61.90"
"1067746110365","7737509547","772101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЪЕДИНЕННЫЕ ЛОКАЛЬНЫЕ СЕТИ""","ООО ""ОЛС""","61.1"
"1022601010310","2619002060","261901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФОТОН""","ООО ""ФОТОН""","61.10.1"
"1033600035545","3662000022","771501001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ФИРМА ""КОМИНФОРМ""","ЗАО ФИРМА ""КОМИНФОРМ""","61.10.1"
"1033600037020","3666086782","366601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАТЕЛ""","ООО ""МЕГАТЕЛ""","61.10.1"
"1033600037954","3662046309","366201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""СВЯЗЬ-СЕРВИС""","ООО НПП ""СВЯЗЬ-СЕРВИС""","61.10.1"
"1033600038592","3666077347","366601001","АКЦИОНЕРНОЕ ОБЩЕСТВО ИНФОРМАЦИОННАЯ КОМПАНИЯ ""ИНФОРМСВЯЗЬ-ЧЕРНОЗЕМЬЕ""","АО ИК ""ИНФОРМСВЯЗЬ-ЧЕРНОЗЕМЬЕ""","61.10.4"
"1033600040594","3666000030","366601001","АКЦИОНЕРНОЕ ОБЩЕСТВО ФИРМА ""РЕНАР""","АО ""РЕНАР""","61.10.1"
"1215400010594","5408029220","540801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНЛАЙН ТЕХНОЛОГИИ""","ООО ""ОНЛАЙН ТЕХНОЛОГИИ""","61.20"
"1097746359193","7722688893","772201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМИНАНТ ТЕЛЕКОМ""","ООО ""ДОМИНАНТ ТЕЛЕКОМ""","61.10"
"1097746360612","7705891278","770501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЛАГМАН ТЕЛЕКОМ""","ООО ""ФЛАГМАН ТЕЛЕКОМ""","61.1"
"1097746361646","7737550390","772401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРИОРИТЕТ""","ООО ""ПРИОРИТЕТ""","61.10"
"1026401983717","6449004273","644901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬ-99""","ООО ""СВЯЗЬ-99""","61.10"
"1162367055740","2319062291","231901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЧИТЕЛЕКОМ""","ООО ""СОЧИТЕЛЕКОМ""","61.10"
"1162369050370","2347024442","234701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАС ТЕЛЕКОМ""","ООО ""КОМПАС ТЕЛЕКОМ""","61.10"
"1217700332508","9705157751","770501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЭРОМОНИТОРИНГ МАСТЕР""","ООО ""АЭРОМОНИТОРИНГ МАСТЕР""","61.10"
"1217700341176","9731081410","773101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ ГРУЗОПЕРЕВОЗКИ""","ООО ""ЦИФРОВЫЕ ГРУЗОПЕРЕВОЗКИ""","61.10"
"1156196052352","6164043357","616401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАРЛАЙН ИНТЕРНЕТ""","ООО ""СТАРЛАЙН ИНТЕРНЕТ""","61.10.1"
"1086325001828","6325047926","632501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬ-СЕРВИС""","ООО ""СВЯЗЬ - С""","61.1"
"1086325002147","6325048253","632501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИБЕРЛАЙН""","ООО ""КИБЕРЛАЙН""","61.1"
"1086325002169","6325048239","632501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛКОМ""","ООО ""ЭЛКОМ""","61.1"
"1037700071342","7733101404","773301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МВМ ТЕХНОЛОДЖИ""","ООО ""МВМ ТЕХНОЛОДЖИ""","61.10.4"
"1027000856046","7021044001","701701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНФОРМАЦИОННО-КОНСАЛТИНГОВОЕ АГЕНТСТВО""","ООО ""ИКА""","61.10.9"
"1027000860534","7017016869","701701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВЫЕ ТЕЛЕСИСТЕМЫ""","ООО ""НТС""","61.10"
"1027000862514","7018038336","701701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСК ТЕЛЕПОРТ""","ООО ""ТОМСК ТЕЛЕПОРТ""","61.10"
"1027000864626","7014029482","770401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКТЕЛЕСЕТИ""","ООО ""ТОМСКТЕЛЕСЕТИ""","61.1"
"1047855011170","7816351239","783901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИГМА-С""","ООО ""СИГМА-С""","61.10.1"
"1126315001603","6315642429","631501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОВАЦИОННЫЕ СИСТЕМЫ""","ООО ""ИННОВАЦИОННЫЕ СИСТЕМЫ""","61.10.1"
"1126315002285","6315642997","631501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" РАДИОТЕХНОЛОГИИ""","ООО ""РАДИОТЕХНОЛОГИИ""","61.1"
"1126315004089","6315644850","631501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МВ-САМАРА""","ООО ""МВ-САМАРА""","61.10"
"1126315004144","6315644916","631501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМАРСКАЯ ГОРОДСКАЯ ТЕЛЕКОММУНИКАЦИОННАЯ СЕТЬ""","ООО ""СГ ТЕЛЕКОМ С""","61.1"
"1126315004716","3444197065","346001001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМАРТС - ВОЛГОГРАД""","ЗАО ""СМАРТС - ВОЛГОГРАД""","61.1"
"1137746486460","7729742772","772901001","АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОБИЛЬНЫЕ МАРКЕТИНГОВЫЕ СИСТЕМЫ""","АО ""ММС""","61.1"
"1089847184657","7842384583","784201001","ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАСТЕР-КОННЕКТ СПБ""","ЗАО ""МАСТЕР-КОННЕКТ СПБ""","61.10.1"
"1103802000180","3802012670","380201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕКОМ 11""","ООО ""ТЕЛЕКОМ 11""","61.1"
"1103804000904","3804010950","380401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБИРЬТЕЛЕКОМСЕРВИС""","ООО ""СТС""","61.10"
"1112370001721","2370000753","237001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕЛЛЕКТУАЛЬНЫЕ СИСТЕМЫ""","ООО ""ИНТЕЛЛЕКТУАЛЬНЫЕ СИСТЕМЫ""","61.10.1"
"1112371000378","2341016068","234101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРКОМ +""","ООО ""ИНТЕРКОМ +""","61.10.9"
"1094632006974","4632109779","463201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБАЛ КОМ""","ООО ""ГЛОБАЛ КОМ""","61.10"
"1094632007865","4632110679","463201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕКОМ ПРОДАКШЕН""","ООО ""ТЕЛЕКОМ ПРОДАКШЕН""","61.1"
"1094632007876","4632110693","463201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕКОМ ЛОГИСТИК""","ООО ""ТЕЛЕКОМ ЛОГИСТИК""","61.1"
"1094632011198","4632114169","463201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕКТРОННЫЙ КУРСК""","ООО ""ЭЛЕКТРОННЫЙ КУРСК""","61.10"
"1094632012342","4632115388","463201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СВЯЗЬИНФОРМ-РЕГИОН""","ООО ""СВЯЗЬИНФОРМ-РЕГИОН""","61.10"
"1147746917636","7720822550","772001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОННЕКТ""","ООО ""КОННЕКТ""","61.10"
"1147746921453","7709960444","254001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕРАКТИВНОЕ ТЕЛЕВИДЕНИЕ""","ООО ""ИНТВ""","61.10"
"1147746924082","7725838730","772501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРТ ТЕХНОЛОГИИ""","ООО ""АРТ ТЕХНОЛОГИИ""","61.10"
"1157459000137","7459003591","745901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАДДЕМ""","ООО ""ВАДДЕМ""","61.10"
"1157460002842","7460021740","746001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИКОМ-С""","ООО ""ЮНИКОМ-С""","61.10"
"1035007553140","5023007763","502301001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛИС-Ф""","ООО ""ТЕЛИС-Ф""","61.10.1"
"1035007556671","5038030444","503801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИНИЯ А""","ООО ""ЛИНИЯ А""","61.10.1"
"1035007559730","5038040636","503801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОФТЕЛКОМ""","ООО ""СОФТЕЛКОМ""","61.10.1"
"1035007567627","5038042545","503801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЛФИН ТЕЛЕКОМ""","ООО ""ДЕЛФИН ТЕЛЕКОМ""","61.10"
"1097847273963","7816472579","781601001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПТ-СЕРВИС""","ООО ""ПТ-СЕРВИС""","61.1"
"1097847277692","7839411290","780501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕК ТЕХНОЛОДЖИС""","ООО ""ИНТЕК ТЕХНОЛОДЖИС""","61.10.4"
"1097847277703","7805501595","782001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТАКСА-МОТОР""","ООО ""ТАКСА-МОТОР""","61.10.1"
"1081031001270","1004014038","100401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛДЕРИ""","ООО ""ТЕЛДЕРИ""","61.20"
"1147746717403","7721836771","772101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРНЫЕ ПЕРЕВОЗКИ""","ООО ""СЕВЕРНЫЕ ПЕРЕВОЗКИ""","61.10.2"
"1045610201779","5615020233","745101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРСКТЕЛЕКОМ""","ООО ""ОРСКТЕЛЕКОМ""","61.10.4"
"1085321001127","5321123148","532101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФАКОМ""","ООО ""АЛЬФАКОМ""","61.10.3"
"1085321001457","5321123395","532101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВАНГАРД""","ООО ""АВАНГАРД""","61.10"
"1085321002128","5321124021","532101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АККОРД""","ООО ""АККОРД""","61.10"
"1085321002348","5321124215","532101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЭТ ТЕЛЕКОМ""","ООО ""НЭТ ТЕЛЕКОМ""","61.10.4"
"1085321005472","5321127216","532101001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖИТЕЛ""","ООО ""ИНЖИТЕЛ""","61.10"
"1137746290406","7705537164","770501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖРЕГИОНАЛЬНАЯ ИНТЕРНЕТ КОМПАНИЯ""","ООО ""МИК""","61.10.4"
"1137746295422","7724871365","772401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНССИБ""","ООО ""ТРАНССИБ""","61.10"
"1195081054640","5022058780","502201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВАЯ ВОЛНА""","ООО ""НОВАЯ ВОЛНА""","61.20"
"1195081057489","5018201130","501801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БРИФФИНГ-КС""","ООО ""БРИФФИНГ-КС""","61.10"
"1195081058853","5024198510","502401001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕТЛИНК""","ООО ""НЕТЛИНК""","61.10.4"
"1095047003853","5047104614","504701001","ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛГОРИТМ""","ОАО ""АЛГОРИТМ""","61.1"
"1095047003886","5047104678","771901001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕГИОН-ТЕЛЕКОМ""","ООО ""РЕГИОН-ТЕЛЕКОМ""","61.1"
"1095047004470","5008050965","500801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОСОБЛСВЯЗЬ""","ООО ""МОСОБЛСВЯЗЬ""","61.10"
"1095047004689","5047105199","504701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОЮЗ КОМПОЗИТ""","ООО ""СОЮЗ КОМПОЗИТ""","61.10"
"1095047005492","5047105819","504701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕКОМ ПОДМОСКОВЬЕ""","ООО ""ТЕЛЕКОМ-ПМ""","61.1"
"1095047007395","5025028342","502501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАТИВНАЯ СВЯЗЬ""","ООО ""КОРПОРАТИВНАЯ СВЯЗЬ""","61.10.1"
"1095047010090","5047109034","504701001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНТРОЛЬ ИТ""","ООО ""КОНТРОЛЬ ИТ""","61.10"
"1095047010629","5008052465","500801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТВ МАРКЕТ""","ООО ""ТВ МАРКЕТ""","61.10.1"
"5087746391244","7722662648","772201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИНЕТ""","ООО ""СИНЕТ""","61.1"
"5087746394412","7718730430","771801001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНСОЙЛ""","ООО ""ТРАНСОЙЛ""","61.1"
"1134205001941","4205258720","420501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСТЕМЫ ТЕЛЕКОМ""","ООО ""СИСТЕМЫ ТЕЛЕКОМ""","61.20"
"1134205006660","4205262759","420501001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СОКОЛ-ТЕЛЕКОМ""","ООО ""СОКОЛ-ТЕЛЕКОМ""","61.10.1"
"1187847188320","7842156107","784201001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБСОЛЮТ-М""","ООО ""АБСОЛЮТ-М""","61.10"
"1187847188792","7820066241","782001001","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮПИТЕРТЕЛЕКОМ""","ООО ""ЮПИТЕРТЕЛЕКОМ""","61.10"
